File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0424_10_mesh_1.ply,1334.990,862.167,17.735,13.237,14.374,
0424_10_mesh_10.ply,34.490,84.354,14.716,3.191,3.194,0.007
0424_10_mesh_11.ply,20.311,65.686,11.401,4.503,2.156,0.003
0424_10_mesh_12.ply,43.214,121.832,19.836,5.016,3.280,0.008
0424_10_mesh_13.ply,24.408,65.564,10.303,3.533,2.640,0.006
0424_10_mesh_14.ply,10.038,78.119,9.624,6.082,1.918,0.002
0424_10_mesh_15.ply,23.269,116.552,11.402,4.970,3.487,0.010
0424_10_mesh_16.ply,23.729,60.556,10.968,4.682,2.360,0.009
0424_10_mesh_17.ply,29.851,157.976,7.681,10.882,3.825,0.010
0424_10_mesh_18.ply,18.867,127.587,8.377,9.005,3.724,0.009
0424_10_mesh_19.ply,15.610,84.152,9.210,6.447,1.338,0.002
0424_10_mesh_2.ply,30.190,93.507,11.786,5.304,2.748,0.004
0424_10_mesh_20.ply,34.875,87.775,14.522,4.018,2.520,0.017
0424_10_mesh_21.ply,29.180,88.885,17.990,3.779,2.172,0.006
0424_10_mesh_22.ply,48.493,199.806,22.035,7.743,3.512,0.014
0424_10_mesh_23.ply,34.931,194.991,26.903,9.100,2.702,0.010
0424_10_mesh_24.ply,13.325,99.530,12.845,6.104,2.227,0.004
0424_10_mesh_25.ply,36.692,111.716,23.515,6.821,4.585,0.011
0424_10_mesh_26.ply,64.940,134.893,19.226,4.337,3.463,0.018
0424_10_mesh_27.ply,83.923,263.551,27.801,11.366,4.974,0.022
0424_10_mesh_28.ply,27.016,61.560,10.004,3.621,2.815,0.006
0424_10_mesh_29.ply,90.950,221.235,17.698,10.545,4.245,0.027
0424_10_mesh_3.ply,16.198,83.569,14.580,4.280,1.549,0.004
0424_10_mesh_30.ply,55.778,113.708,15.756,6.521,3.525,0.014
0424_10_mesh_31.ply,65.995,167.143,21.570,7.742,3.145,0.013
0424_10_mesh_32.ply,65.325,175.960,18.342,5.671,3.741,0.016
0424_10_mesh_33.ply,62.089,149.605,24.434,4.872,3.737,0.013
0424_10_mesh_34.ply,43.560,191.466,23.966,6.225,4.896,0.012
0424_10_mesh_35.ply,44.433,100.585,10.266,5.070,2.991,0.011
0424_10_mesh_36.ply,37.613,103.991,17.543,4.558,2.353,0.009
0424_10_mesh_37.ply,42.788,133.060,18.898,6.640,4.924,0.012
0424_10_mesh_4.ply,19.553,98.470,20.308,4.656,2.645,0.008
0424_10_mesh_5.ply,19.878,81.971,9.604,4.472,2.895,0.007
0424_10_mesh_6.ply,26.966,80.619,16.774,3.195,2.563,0.001
0424_10_mesh_7.ply,23.181,75.754,15.038,4.702,2.938,0.004
0424_10_mesh_8.ply,19.674,59.241,11.687,3.378,2.523,0.001
0424_10_mesh_9.ply,30.046,81.056,10.503,4.267,3.081,0.011
