File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_24_mesh_1.ply,285.374,319.548,22.298,7.463,5.525,0.084
0423_24_mesh_10.ply,1105.395,750.870,14.896,15.574,13.720,
0423_24_mesh_11.ply,699.159,1005.188,91.240,27.866,8.281,0.197
0423_24_mesh_12.ply,310.110,453.024,36.107,9.231,12.766,0.104
0423_24_mesh_13.ply,187.562,349.842,33.793,10.162,7.544,0.065
0423_24_mesh_14.ply,697.911,1119.246,94.633,26.383,14.540,0.285
0423_24_mesh_15.ply,464.323,646.111,46.165,21.871,6.691,0.140
0423_24_mesh_2.ply,425.845,460.365,21.411,19.777,6.792,0.147
0423_24_mesh_3.ply,855.651,1302.062,118.235,39.379,24.356,0.295
0423_24_mesh_4.ply,206.722,351.172,31.943,7.334,4.576,0.060
0423_24_mesh_5.ply,162.213,196.691,13.250,8.042,5.470,0.053
0423_24_mesh_6.ply,238.433,289.444,22.672,5.953,4.791,0.161
0423_24_mesh_7.ply,237.274,339.885,24.981,9.163,5.750,0.071
0423_24_mesh_8.ply,225.856,261.161,13.243,7.712,6.213,0.077
0423_24_mesh_9.ply,250.159,402.697,26.100,12.278,13.471,0.132
